Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
582,MetaBurn Plank Wiper,,Strength Training,Abdominals,Body Only,Intermediate,,
583,MetaBurn Plank With Alternating Toe-Touch,,Strength Training,Abdominals,Body Only,Intermediate,,
584,MetaBurn Plyo Push-Up,,Strength Training,Abdominals,Body Only,Intermediate,,
585,MetaBurn Psycho Crunch,,Strength Training,Abdominals,Body Only,Intermediate,,
586,MetaBurn Scapular Retraction Plank,,Strength Training,Abdominals,Body Only,Intermediate,,
587,MetaBurn Scapular Retraction Plank Hold,,Strength Training,Abdominals,Body Only,Intermediate,,
588,MetaBurn Scorpion,,Strength Training,Abdominals,Body Only,Intermediate,,
589,MetaBurn Side Crawler,,Strength Training,Abdominals,Body Only,Intermediate,,
590,MetaBurn Side Plank Oblique Crunch,,Strength Training,Abdominals,Body Only,Intermediate,,
591,MetaBurn Sit-Through,,Strength Training,Abdominals,Body Only,Intermediate,,
592,MetaBurn Sit-Up To V-Up,,Strength Training,Abdominals,Body Only,Intermediate,,
593,MetaBurn Sit-Up With Rotation,,Strength Training,Abdominals,Body Only,Intermediate,,
594,MetaBurn Split-Leg Crunch,,Strength Training,Abdominals,Body Only,Intermediate,,
595,MetaBurn Tabletop Hip Thrust,,Strength Training,Abdominals,Body Only,Intermediate,,
596,MetaBurn Tabletop With Russian Kick,,Strength Training,Abdominals,Body Only,Intermediate,,
597,MetaBurn Toe Driver Abs,,Strength Training,Abdominals,Body Only,Intermediate,,
598,MetaBurn-V-Up,,Strength Training,Abdominals,Body Only,Intermediate,,
599,X-body V-up,"W-U-U-UP jest ćwiczeniem brzucha w wadze ciała wykonywanym na podłodze.Jest podobny do popularnego ćwiczenia V-UP, ale jest wykonywany z ramionami i nogami szeroko w kształcie X.Przede wszystkim atakuje mięśnie brzuchy odbytnicy lub mięśnie „sześciopak”.Można go wykonywać dla powtórzeń lub czasu, albo jako część treningu skoncentrowanego na A lub jako element treningu obwodu.",Strength Training,Abdominals,Body Only,Intermediate,,
600,MetaBurn Swivel Crunch,,Strength Training,Abdominals,Body Only,Intermediate,,
601,Robertson Core-Engaged Dead Bug,,Strength Training,Abdominals,Body Only,Intermediate,,
602,FYR2 Double-Under,,Strength Training,Abdominals,Body Only,Intermediate,,
603,FYR2 Fire Feet with Burpee Tuck Jump Drill,,Strength Training,Abdominals,Body Only,Intermediate,,
604,FYR2 Flutter Kick,,Strength Training,Abdominals,Body Only,Intermediate,,
605,FYR2 Half-Moon,,Strength Training,Abdominals,Body Only,Intermediate,,
606,FYR2 Leopard Crawl,,Strength Training,Abdominals,Body Only,Intermediate,,
607,FYR2 Plank Alternating Front Step,,Strength Training,Abdominals,Body Only,Intermediate,,
608,FYR2 Shoulder Tap,,Strength Training,Abdominals,Body Only,Intermediate,,
609,Hand shift plank,"Ręczna deska przesunięcia jest postępem ćwiczeń z deski prostej, w której utrzymujesz pozycję deski, gdy przesuwasz ręce na bok.Dodatkowy ruch zmusza mięśnie rdzeniowe do cięższej pracy w stabilizacji.",Strength Training,Abdominals,Body Only,Intermediate,,
610,Cross-body plank march,"Marsz deski krzyżowej jest ćwiczeniem ukierunkowanym na cały rdzeń, a zwłaszcza skośne.Jest to trudniejsze niż standardowa deska, z dodatkowym wyzwaniem stabilizacji polegającym na przyniesieniu jednego kolana na ziemi w kierunku przeciwnego łokcia.Zwiększy to wyzwanie do mięśni rdzenia i ramion, ale także stanowi wyzwanie koordynacyjne i równowagi.",Strength Training,Abdominals,Body Only,Intermediate,,
611,Bent-knee Copenhagen hip adduction,"Dodanie bioder w Kopenhagi Bent-Klee to zaawansowane ćwiczenie, które łączy izometryczną stabilizację deski Kopenhagi z dynamicznymi dodatkami w celu zakwestionowania stabilizatorów rdzeniowych i adduktorów.Ćwiczenie to jest ukierunkowane na te same mięśnie, co deska boczna, w tym ukośne, ramiona i biodra boczne, ale kładzie dodatkowy nacisk na adduktory i jest trudniejsze niż deski boczne na podłodze.Większość podnośników będzie musiała najpierw przejść do tej wersji po opanowaniu podstawowej deski bocznej lub deski Kopenhagi.",Strength Training,Abdominals,Body Only,Intermediate,,
612,Copenhagen plank,"Planka Kopenhagi to zaawansowana wersja bocznej deski wykonanej z jedną stopą na ławce, a drugą stopą unoszącą się pod nią.Ćwiczenie to jest ukierunkowane na te same mięśnie, co deska boczna, w tym ukośne, ramiona i biodra boczne, ale kładzie dodatkowy nacisk na adduktory i jest trudniejsze niż deski boczne na podłodze.Większość podnośników będzie musiała najpierw przejść do tej wersji po opanowaniu podstawowej deski bocznej lub uniesionej stóp deski bocznej.",Strength Training,Abdominals,Body Only,Intermediate,,
613,ACFT Hanging leg tuck,"Wisząca noga jest ćwiczeniem skierowanym do całego ciała, w tym ramion, górnej części pleców, brzucha i zginaczy bioder.To konkretne ćwiczenie jest częścią nowego testu fitness armii lub ACFT.Jest wykonany podczas wiszący z paska i łączy elementy podciągnięcia z podwyżką nogi.Doświadczeni podnośniki sprawiają, że wyglądają łatwe, ale początkujący mogą potrzebować czasu na zbudowanie zestawów 8-12 powtórzeń.",Strength Training,Abdominals,Body Only,Intermediate,,
614,Alternating hanging knee raise,"Naprzemiennie wiszące podwyższenie kolana to ćwiczenie ukierunkowane na ABS, ale które również działa na zginacze lats i bioder.Zamiast wykonywać obie nogi jednocześnie, podnosisz jedno kolano i naprzemiennie z każdym przedstawicielem, jakby maszerować na swoim miejscu.Podwyżki kolana są często wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń lub więcej, w ramach treningu skoncentrowanego na AB.",Strength Training,Abdominals,Body Only,Intermediate,,
615,Plank To Sphinx,,Strength Training,Abdominals,Body Only,Intermediate,,
616,Twisting Mountain Climbers,,Strength Training,Abdominals,Body Only,Intermediate,,
617,Jack Knives,,Strength Training,Abdominals,Body Only,Intermediate,,
618,Hanging Leg Raises,,Strength Training,Abdominals,Body Only,Intermediate,,
619,Dumbbell suitcase crunch,"Crunch walizki hantli to ważona wersja popularnego treningu brzucha.Proste dodanie wagi sprawia, że ​​walizka jest znacznie trudniejsza, pomagając zbudować mięśnie „sześciopak” i zapewniając inny bodziec do rdzenia podczas treningu.",Strength Training,Abdominals,Medicine Ball,Intermediate,9.0,Average
620,Medicine ball rotational throw,"Rzut obrotowy piłki medycyny jest wybuchowym ćwiczeniem ukierunkowanym na brzuch, w tym skośne, a także biodra i górną część pleców.Polega na stojącym bokiem do ściany i skręcaniu tułowia, aby rzucić piłkę lekarską w ścianę, a następnie złapanie piłki na rykoszach.Można go wykonywać dla niższych powtórzeń, koncentrując się na mocy lub dla wyższych powtórzeń z naciskiem na utratę tłuszczu i kondycjonowanie.",Strength Training,Abdominals,Medicine Ball,Intermediate,0.0,Average
621,Hollow-hold ball toss,"Wrzucanie piłki z pustymi pracownikami jest trudniejszą wersją ćwiczeń Hollow-Body Hold.Obejmuje to wrzucenie piłki do partnera przy jednoczesnym utrzymaniu izometrycznego wstrzymania w pozycji pustego ciała.Można to zrobić dla powtórzeń lub czasu w dowolnym treningu skoncentrowanym na A lub w formacie „I Chodzę, idziesz”.",Strength Training,Abdominals,Medicine Ball,Intermediate,0.0,
622,Partner front Russian twist and pass,"Partner Front Russian Twist and Pass to ważona wersja popularnego treningu brzucha, która wykorzystuje również partnera szkoleniowego do dodania kolejnego dynamicznego komponentu.Kieruje się na skośne mięśnie, a także głębokie mięśnie rdzenia i mięśnie brzuszne odbytnicy lub „sześciopakowe”.Można to zrobić dla powtórzeń lub czasu w skoncentrowanej przez A części każdego treningu.",Strength Training,Abdominals,Medicine Ball,Beginner,0.0,Average
623,Sit-up with single-arm overhand throw,"Syet-up z rzutem jednoramiennym jest ćwiczeniem ukierunkowanym na mięśnie rdzeniowe, ale włączenie rzutu przynosi również inne mięśnie górnego ciała.Kiedy przychodzisz na szczyt pozycji Sit-Up, rzucasz piłkę lekarską za pomocą jednego ramienia partnerowi, który następnie rzuca ją z powrotem do ciebie, aby złapać go obiema rękami.Można go wykonywać dla czasu lub powtórzeń w ramach zorientowanej na A części każdego treningu.",HIIT,Abdominals,Medicine Ball,Intermediate,0.0,
624,Medicine ball partner twist,"Twist partnera z bratem medycyny jest ćwiczeniem plyometrii ukierunkowanym na mięśnie rdzeniowe, zwłaszcza skośne.Ty i partner wstajecie z powrotem i obracasz się, aby przekazać piłkę lekarską tam iz powrotem po naprzemiennych stronach.",HIIT,Abdominals,Medicine Ball,Intermediate,0.0,
625,Partner side Russian twist and pass,"Partner po stronie rosyjskiego Twist and Pass to ważona wersja popularnego treningu brzucha, która wykorzystuje również partnera szkoleniowego do dodania kolejnego dynamicznego komponentu.Kieruje się przede wszystkim na skośne mięśnie, a także głębokie mięśnie rdzenia i mięśnie brzuszne odbytnicy lub „sześciopakowe”.Można to zrobić dla powtórzeń lub czasu w skoncentrowanej przez A części każdego treningu.",Strength Training,Abdominals,Medicine Ball,Beginner,0.0,
626,Medicine ball half moon,"Half Ball Ball to dynamiczne ćwiczenie rdzeniowe wykonywane wokół piłki lekarskiej lub innego krótkiego, stacjonarnego obiektu.Jest pod pewnymi względami podobny do kryzysu V-UP lub odwrotnego i celuje zarówno w mięśnie brzuszne, jak i odbytnicy, lub „sześciopakowe”.Można go wykonywać dla powtórzeń lub czasu, zwykle podczas dedykowanego treningu AB lub w ramach treningu piłki medycznej i obwodu ciała.",Strength Training,Abdominals,Medicine Ball,Intermediate,,
627,Exercise ball roll-out,"Wdrożenie piłki do ćwiczeń to ćwiczenie, które wzmacnia rdzeń, ramiona i mięśnie górnego tyłu.Zaczyna się w pozycji w stylu deski, a ramiona spoczywają na piłce.Następnie rozwinąć piłkę przed tobą tak daleko, jak to możliwe, zachowując silną, neutralną pozycję kręgosłupa.Brak stabilności piłki zwiększa stopień trudności.Jest to trudny ruch, a początkujący mogą wymagać ograniczonego zakresu ruchu.",Strength Training,Abdominals,Medicine Ball,Intermediate,,
628,Medicine ball pass,"Przełęcz Ball Medicine to proste ćwiczenie partnerskie, które obejmuje rzucanie ważonej piłki tam iz powrotem.Może być częścią dynamicznego rozgrzewki do podnoszenia lub lekkoatletyki, ale może również działać jako aktywny odpoczynek lub jako element treningu obwodowego.",Strength Training,Abdominals,Medicine Ball,Intermediate,,
629,Partner medicine ball sit-up,"Partner Medicine Ball Sit-Up to trudniejsza wersja tradycyjnego ćwiczeń brzucha.Dwóch partnerów mija piłkę lekarską w przód iw tył u góry każdego przedstawiciela, więc każdy z nich musi naprzemiennie ważony powtórzenie z nieważonym przedstawicielem.Tę technikę można wykonać dla powtórzeń lub czasu w każdym treningu zorientowanym na A, w formacie „I Go, You Go”.",Strength Training,Abdominals,Medicine Ball,Intermediate,,
630,Medicine ball Russian twist,"Medicine Ball Russian Twist to ważona wersja popularnego treningu brzucha.Kieruje się na skośne mięśnie, a także głębokie mięśnie rdzenia i mięśnie brzuszne odbytnicy lub „sześciopakowe”.Można to zrobić dla powtórzeń lub czasu w części zorientowanej na A każdego treningu.",Strength Training,Abdominals,Medicine Ball,Intermediate,,
631,30 Medicine Ball Slam,"Slam Ball Slam jest wybuchowym ćwiczeniem dla rozwijania mocy, siły i prędkości.Przepracowane mięśnie obejmują brzuch, nogi, triceps, ramiona i lats.Slamy są zwykle wykonywane szybko, aby ukończyć jeden zestaw.Może to być również element treningu obwodu skoncentrowanego na mocy lub atletyzmie.",Strength Training,Abdominals,Medicine Ball,Intermediate,,
632,Medicine ball twist,"Skręt z piłką lekarską jest ćwiczeniem ukierunkowanym na mięśnie brzucha, szczególnie skośne.Jest pod wieloma względami podobny do rosyjskiego ćwiczenia zwrotnego.Piłka jest mocno trzymana w klatce piersiowej podczas ruchu, a następnie tułów jest obracany z boku na bok dla pożądanej liczby powtórzeń lub ustalonej ilości czasu.",Strength Training,Abdominals,Medicine Ball,Intermediate,,
633,FYR2 Medicine Ball Complex,,Strength Training,Abdominals,Medicine Ball,Intermediate,,
634,FYR2 Medicine Ball Fire-Feet Drill,,Strength Training,Abdominals,Medicine Ball,Intermediate,,
635,FYR2 Medicine Ball Knees-to-Chest,,Strength Training,Abdominals,Medicine Ball,Intermediate,,
636,FYR2 Medicine Ball Mountain Climber,,Strength Training,Abdominals,Medicine Ball,Intermediate,,
637,Decline oblique crunch,"Upadek ukośny chrupnięcie jest popularnym ćwiczeniem w masie ciała ukierunkowanym na skośne i brzuszne mięśnie brzuszne lub „sześciopakowe”.Zwykle odbywa się to dla wysokich powtórzeń, takich jak 10-15 powtórzeń na zestaw lub więcej, w ramach zorientowanej na A część treningu.",Strength Training,Abdominals,,Intermediate,8.5,Average
638,Decline sit-up,"Set-up jest podstawowym ćwiczeniem, które wykonuje mięśnie brzuszne odbytnicy lub „sześciopakowe”.Wariacji sit-up są zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 10-15 powtórzeń na zestaw lub więcej, w ramach części treningu skoncentrowanego na rdzeniu.",Strength Training,Abdominals,,Intermediate,,
639,Hanging Windshield Wiper,"Wisząca wycieraczka przedniej szyby to zaawansowane ćwiczenia treningowe brzucha, które jest również niezwykle trudne dla innych mięśni górnego ciała, w tym Lats (Latissimus dorsi), biceps i chwyt.Wymaga-i buduje-świetną siłę w mięśniach brzucha odbytnicy lub „sześciopak”, a także skośnych i głębokich mięśni rdzenia.Jeśli nie możesz go wykonać zwisający z baru, leżąca wycieraczka przedniej szyby na podłodze zapewnia niektóre z tych samych korzyści.",Strength Training,Abdominals,,Intermediate,,
640,Exercise Ball Pull-In,"Rzuć kolanowa kulki jest ćwiczeniem brzucha, które polega na wspieraniu się rękami w pozycji lub pozycji push-up i przyciągnięciu kolan w kierunku klatki piersiowej.Jest to dość zaawansowany ruch brzucha wymagający siły rdzenia.",Strength Training,Abdominals,Exercise Ball,Intermediate,8.9,Average
641,Exercise ball crunch,"Ćwiczenie kulkowe jest popularnym ćwiczeniem na siłowni ukierunkowane na brzuch.W przeciwieństwie do kryzysów na podłodze lub ławce, używając piłki, możesz zwiększyć zakres ruchu i rozciągnąć i kurczyć ABS na każdym powtórzeniu.Kruz piłki można wykonać dla niskich powtórzeń z wolniejszym tempem skupiającym się na twardym skurczu lub dla wyższych powtórzeń.",Strength Training,Abdominals,Exercise Ball,Intermediate,8.4,Average
642,Feet-elevated crunch,"Usuwany stóp kryzys to odmiana podstawowego chrupania, bardzo popularnego ruchu AB.Opoczwanie stóp na ławce pobiera część zginacza bioder z ruchu, skupiając naprężenie bardziej na ABS.Może mieć niewielki zakres ruchu, ale ruch ten powoduje poważne oparzenie.",Strength Training,Abdominals,Exercise Ball,Intermediate,7.3,Average
643,Weighted Ball Side Bend,,Strength Training,Abdominals,Exercise Ball,Beginner,6.4,Average
644,Swiss Ball Ab Roll-Out,"Wdrożenie piłki do ćwiczeń to ćwiczenie, które wzmacnia rdzeń, ramiona i mięśnie górnego tyłu.Zaczyna się w pozycji w stylu deski, a ramiona spoczywają na piłce.Następnie wyrzucasz piłkę przed sobą tak daleko, jak to możliwe, zachowując silną, neutralną pozycję kręgosłupa.Brak stabilności piłki zwiększa stopień trudności.Jest to trudny ruch, a początkujący mogą wymagać ograniczonego zakresu ruchu.",Strength Training,Abdominals,Exercise Ball,Intermediate,,
