Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
42,Female,59.5,1.57,182.83890443643736,145.8807350869833,75.71401361098027,1.07,719.0,Strength,26.3,1.8,3,1,23.86
26,Female,56.1,1.47,180.82719656827842,140.87841813431467,54.744190465985106,1.16,867.0,Strength,27.9,1.7,3,1,22.09
53,Male,77.1,1.76,180.88833589312344,132.60355242483303,57.80061938907199,1.02,638.0,Strength,27.0,2.0,4,2,24.67
55,Male,86.0,1.96,181.37427709947073,128.6252207127147,75.49433809237567,1.57,919.0,Yoga,12.9,3.3,5,3,24.67
25,Female,43.6,1.54,204.43220292083026,153.38540165958963,68.22627176602293,0.99,823.0,HIIT,32.8,1.9,4,2,16.29
32,Male,88.4,1.73,178.564689051761,156.887775193118,68.07998838082236,1.24,1057.0,Strength,28.8,3.4,3,2,28.56
17,Female,59.4,1.55,196.82993050802364,160.10286570141406,49.360978307234625,1.22,969.0,Strength,33.7,2.2,4,2,25.08
33,Female,65.6,1.46,184.99696816177124,127.94136243861381,59.320944996510484,1.42,866.0,Cardio,35.3,2.1,4,2,31.47
28,Male,76.6,1.83,165.54037454007033,125.59728265519728,63.06706668384372,0.65,509.0,Cardio,26.4,2.3,3,1,23.25
42,Male,69.6,1.79,167.195684168503,127.98750518597048,59.13612539788595,1.15,713.0,Yoga,21.8,2.9,3,2,21.49
55,Female,66.4,1.57,167.70061199301358,125.26888235600725,51.45396254286962,1.65,1038.0,Strength,15.1,2.6,5,3,28.24
29,Female,75.8,1.65,181.24369108441192,153.73587496067967,59.359303939986376,1.15,856.0,Strength,32.6,1.8,3,2,29.09
19,Female,60.5,1.56,175.57353346950063,122.33090671083396,55.30483612996629,1.18,698.0,Cardio,31.0,2.2,2,1,23.88
33,Male,86.6,1.56,177.90860831888304,145.3559382661149,59.03234126504956,1.9,1593.0,HIIT,14.1,3.6,5,3,35.12
37,Male,126.2,1.76,180.63802309566606,131.844401803874,73.16962198750437,1.26,989.0,Cardio,20.3,2.0,4,2,44.55
44,Male,61.8,1.84,175.3514598361423,129.64671724773382,60.58472896248708,1.32,844.0,HIIT,25.7,3.3,3,2,19.28
52,Male,91.1,1.67,176.78316814741257,149.4168676635763,63.9437020359042,1.11,780.0,Yoga,22.4,3.5,4,2,31.49
40,Female,56.2,1.75,165.83875753741123,146.44484410083706,61.02009972369668,1.87,1353.0,Strength,19.0,2.6,5,3,19.52
37,Male,123.2,1.96,187.95938036761785,127.34710213634158,56.35168498176774,1.42,1116.0,Cardio,20.8,3.5,3,2,31.47
24,Female,59.6,1.83,194.394898959083,124.35688821562411,76.1239717791095,0.65,429.0,HIIT,31.4,1.7,3,1,18.13
54,Female,68.9,1.61,185.28273278781822,143.53243636181017,64.98855932230491,1.19,788.0,Strength,26.7,2.5,3,1,25.23
53,Female,55.3,1.72,202.4810066554956,145.34769336701152,61.504387970223334,1.46,932.0,Strength,16.2,2.6,5,3,17.55
51,Female,68.8,1.68,191.77468278585465,157.85138355458454,70.44470424031223,1.14,821.0,Yoga,31.5,2.6,2,1,24.91
29,Female,52.3,1.81,176.45358673948132,155.86873710359467,62.81530232622988,1.1,828.0,Strength,33.6,2.0,3,2,17.25
23,Male,52.6,1.7,185.60395983942718,126.70489308485128,73.01778816921947,0.97,695.0,Strength,20.5,2.7,3,1,18.26
48,Female,52.3,1.63,171.49031311788343,148.70864363076572,65.40616830195677,0.7,464.0,Cardio,34.3,1.8,2,1,18.58
30,Male,86.6,1.96,201.83056538815052,138.87742249237027,54.87510776186839,1.73,1354.0,Cardio,12.8,3.4,5,3,24.51
37,Female,75.2,1.61,204.40290739269284,132.98024208667746,51.938640982107835,0.73,496.0,Yoga,31.7,2.2,2,1,31.68
52,Female,64.2,1.74,203.6972424727862,122.62395415294036,62.7618295014653,1.22,748.0,HIIT,29.6,2.0,2,1,21.58
30,Female,56.2,1.73,190.56244972906498,128.35265650458865,59.54361288174747,0.66,414.0,Yoga,32.6,2.6,3,1,17.23
45,Female,55.2,1.45,202.22849378394935,141.94940250215245,59.87560807357074,1.74,1101.0,Cardio,18.4,2.8,4,3,24.28
26,Male,99.2,1.93,198.70561455179975,153.74409368917975,69.40578324394737,1.45,1240.0,Cardio,23.4,2.4,4,2,25.46
37,Male,89.6,1.74,185.85580745248538,149.31815368285098,47.70818981895712,1.15,897.0,Strength,21.7,2.4,4,2,33.19
51,Female,59.3,1.74,160.2024004998919,134.81946321581626,56.26836934648257,1.67,978.0,HIIT,17.6,2.7,4,3,17.74
46,Male,87.7,1.84,199.58070369518154,165.19091650973013,66.65517893548993,1.6,1232.0,HIIT,13.2,3.7,4,3,29.14
49,Female,55.9,1.54,197.47862963939954,123.95921065483401,50.06923359498655,1.88,1075.0,Yoga,19.9,2.7,5,3,23.95
48,Male,67.4,1.74,158.80485879976283,136.29360483348503,58.540320248656265,1.2,728.0,Yoga,29.2,2.5,4,2,20.71
22,Male,86.1,1.6,165.9426511423138,162.1739588063123,70.7887590095945,1.85,1697.0,Strength,11.1,3.6,5,3,33.7
36,Male,50.6,1.75,166.7540636941789,137.91221346308797,72.59364200235272,1.35,1019.0,Yoga,27.4,2.9,2,1,17.72
36,Male,48.6,1.75,188.60556161925408,134.93950825768783,52.25833972045464,1.1,880.0,Yoga,21.4,2.7,3,2,15.91
29,Male,85.0,1.68,187.0286180096786,137.28381963203333,51.02812887991084,1.71,1371.0,Yoga,13.9,3.6,4,3,28.83
19,Female,62.3,1.6,187.3047378039441,131.5969869786978,52.67576005922089,1.18,744.0,Cardio,31.4,2.2,2,1,23.53
47,Female,54.7,1.57,198.40019632618737,118.55970268757866,57.16316573904313,1.63,903.0,Cardio,18.7,2.6,5,3,24.07
44,Female,66.7,1.69,185.74164352866666,149.83318737123594,68.90222576996199,1.0,679.0,HIIT,27.4,2.0,3,1,23.63
49,Female,70.5,1.68,179.30944204227185,164.1962215188502,47.867080014305984,0.95,679.0,Strength,32.2,1.8,3,1,24.77
42,Male,79.3,1.87,187.12526320041357,164.55389563315822,69.88476849262737,1.82,1531.0,Cardio,12.8,3.5,5,3,20.89
52,Female,49.9,1.75,195.32995768397797,159.4419465102273,74.90623342478715,1.3,965.0,Strength,31.8,1.9,2,1,15.91
49,Male,81.3,1.74,179.83323259031874,130.07798705359056,60.1131963709617,1.91,1148.0,Yoga,13.7,3.7,4,3,24.75
20,Female,49.6,1.75,191.7868259856194,167.20652513077846,57.837967259333645,1.35,1181.0,Cardio,24.0,2.6,4,2,17.24
57,Female,73.0,1.6,161.85454190441163,166.06032313370557,70.45780067938398,0.52,386.0,Strength,25.4,1.8,3,1,26.85
39,Female,52.7,1.65,193.6173928196101,138.71911546242023,73.13558528766666,1.37,1004.0,HIIT,27.0,1.6,3,2,22.36
43,Male,86.3,2.01,187.91342634752874,128.49449467654767,56.009059977412456,1.34,921.0,HIIT,27.1,2.0,4,2,21.69
48,Male,53.6,1.89,168.3854329030659,126.36093395953323,50.035169034050604,0.93,556.0,Yoga,29.3,2.3,2,1,12.57
27,Male,64.6,1.93,173.25376166888424,158.78902228389993,58.7634940555008,1.21,1005.0,HIIT,23.2,2.9,3,1,18.61
26,Male,69.6,1.56,182.26530179176984,169.90330742484042,57.09841429275193,1.38,1292.0,Strength,24.6,3.0,2,1,25.09
32,Male,81.7,1.67,183.7667674547461,116.11788898912489,61.72105541569613,1.48,943.0,HIIT,24.3,2.6,4,2,26.98
23,Female,56.7,1.51,189.98470505341018,127.94414583434548,60.18099185476581,1.31,802.0,Yoga,24.0,1.9,3,2,26.86
21,Male,121.9,1.61,166.01636540212525,138.64178022698457,58.230794953177316,1.29,869.0,Yoga,29.3,2.8,3,2,41.03
52,Male,95.1,1.78,196.47322142333812,119.52004319760752,61.11839157697849,1.41,862.0,Strength,25.7,2.6,3,2,31.57
48,Female,62.9,1.74,164.55797844797095,160.57085123567282,55.24646067750781,1.6,1011.0,HIIT,14.8,2.8,5,3,19.2
41,Female,60.3,1.6,169.58790670080415,144.81211940890523,50.35316379532085,1.8,1215.0,HIIT,17.1,2.6,5,3,25.87
19,Male,61.7,1.7,156.6101017034523,121.02887302014886,69.84413503289576,0.66,438.0,Cardio,26.3,2.2,3,1,24.42
29,Female,56.1,1.79,191.06536707476616,157.61260370677738,67.09291265096627,1.94,1580.0,Yoga,16.2,2.7,5,3,16.83
31,Female,69.8,1.69,163.67431788653224,115.9771704568531,54.76529189812696,1.08,666.0,Cardio,32.9,2.3,4,2,24.67
37,Male,46.9,1.74,187.36116130573524,135.6600903436271,52.61711529274536,1.07,872.0,Yoga,23.1,2.7,3,2,15.63
33,Male,110.6,2.04,172.72120398223947,119.41389096134695,58.69665392640992,1.45,953.0,Strength,29.8,3.3,2,1,28.45
19,Female,58.4,1.64,184.7496670496219,160.30170586133485,47.56965251258218,1.65,1330.0,Cardio,17.5,2.7,5,3,22.84
26,Female,59.1,1.47,186.88502415571887,124.37513764180645,73.20635713625187,1.62,1088.0,Strength,14.7,2.6,5,3,27.1
49,Female,59.0,1.73,198.68069060937052,170.76640615582986,75.67455941929823,1.28,906.0,Strength,25.3,2.3,4,2,20.72
50,Male,45.7,1.59,167.91272480305216,150.79480304216565,64.2589057149643,1.32,1019.0,Yoga,25.1,2.8,4,2,16.1
18,Male,91.6,1.85,187.09843464885603,139.49257485385613,48.58395355834676,1.25,971.0,Yoga,25.1,2.3,4,2,26.5
52,Female,77.0,1.49,184.92801502382105,139.54034382227192,52.505829641494536,0.76,474.0,Strength,31.2,2.7,3,1,35.37
47,Female,46.4,1.64,175.671475705896,154.24738539303144,55.11613822857887,1.47,930.0,Cardio,25.3,2.0,3,1,15.8
24,Female,68.7,1.59,194.18213399020655,155.8469571663715,65.60667275528185,1.34,1088.0,HIIT,34.9,1.8,2,1,24.91
32,Female,76.7,1.63,192.56495871272674,139.91859765214613,55.63575935418681,1.12,711.0,Cardio,27.2,2.1,3,1,26.49
41,Male,70.5,1.77,169.7824537340269,129.83445605756432,55.7858096517898,1.17,730.0,Yoga,21.5,2.8,3,2,21.46
21,Male,116.1,1.76,178.1826048619902,137.81796612207245,55.36918422789581,1.28,945.0,Yoga,29.8,2.8,3,2,43.38
42,Male,58.3,1.89,188.81780619593,137.14817429888595,71.56378613253162,1.44,1100.0,Cardio,24.1,2.6,3,2,15.32
53,Female,67.6,1.64,176.54835782662235,160.82675185552054,69.7187851165485,1.02,781.0,HIIT,34.9,2.0,3,2,29.0
48,Female,69.6,1.57,165.3736548997716,153.6973972700298,72.24727524085928,0.59,428.0,Cardio,33.1,1.4,2,1,26.76
39,Male,102.3,1.99,193.80514026747818,129.7845819882715,48.707499203242264,0.9,663.0,Yoga,23.9,2.5,3,1,28.15
29,Female,60.6,1.56,184.71569073462197,135.46803296190777,72.51779988989213,1.73,1218.0,Cardio,19.0,2.7,4,3,25.81
21,Male,71.7,1.9,162.03241469220626,136.75771710148385,50.71390404836022,1.36,1132.0,Yoga,20.7,3.0,4,2,18.6
24,Male,85.1,1.73,189.46348113939175,160.9555526031593,66.79655514970821,1.64,1425.0,Strength,10.2,3.5,4,3,30.08
48,Female,64.5,1.61,199.04629568876638,131.96025517230976,61.54263917341319,1.87,1185.0,Yoga,16.9,2.7,4,3,25.23
53,Female,72.4,1.55,181.5020668126937,153.2408693226047,51.85424534027035,1.44,958.0,Yoga,34.6,2.5,4,2,29.6
43,Female,69.6,1.7,170.0042062290215,150.0160839280433,56.48107614832019,1.01,648.0,Strength,34.1,2.7,2,1,24.45
42,Female,60.7,1.6,201.05885669874272,136.8000893917007,75.21091769624083,1.85,1436.0,Cardio,17.2,2.6,5,3,26.71
49,Female,56.3,1.5,188.33052320480348,119.8724656926734,54.04024692533931,1.31,744.0,HIIT,33.3,2.0,4,2,24.37
56,Male,114.0,1.95,187.67877679056582,141.38906282040946,73.2286153399664,1.15,768.0,HIIT,20.3,2.5,4,2,30.27
56,Male,91.1,1.66,176.617218587915,154.23707670055182,51.27270324069158,1.37,978.0,Strength,28.7,2.2,2,1,32.99
24,Female,74.0,1.52,188.11038408089217,119.89233494625455,54.36030934977181,0.53,336.0,Yoga,33.4,1.7,2,1,33.58
30,Female,47.2,1.64,162.05596287473608,128.25050859091857,51.47940622310588,1.29,862.0,Yoga,26.7,2.6,3,2,18.93
40,Male,62.4,1.8,166.43132101981502,157.28109625568658,57.90005656539743,1.41,1145.0,Strength,29.8,2.3,4,2,17.77
52,Female,54.1,1.68,199.433945679208,151.5038605266156,63.47098209566521,1.72,1240.0,HIIT,15.7,2.6,5,3,17.76
42,Female,57.2,1.78,193.42225354720452,138.54587415087133,49.562560318176125,1.84,1140.0,Yoga,16.6,2.6,5,3,19.17
55,Male,96.7,1.92,169.98621184534184,150.74751412465733,77.69741462702032,1.14,834.0,Strength,27.2,2.2,3,2,28.0
48,Female,72.3,1.66,179.32520854741162,129.3104670184965,53.038960476801215,1.18,704.0,HIIT,31.1,2.1,2,1,25.05
44,Female,59.2,1.54,163.97366945663484,125.32458460194117,51.60332222410351,1.81,964.0,Cardio,18.1,2.7,4,3,24.5
35,Female,49.8,1.65,202.46113008366754,148.30562240040254,56.1120407773845,1.05,835.0,Cardio,28.3,1.8,4,2,20.62
49,Female,69.7,1.64,162.51556459318235,162.40177873231391,72.60856348928394,0.76,559.0,HIIT,27.5,2.4,3,1,23.03
26,Male,48.2,2.03,161.296825784363,125.18071720615819,67.57270791251142,1.11,799.0,Yoga,25.3,2.2,3,2,12.52
19,Female,67.9,1.49,195.84477569162695,130.3480931165452,68.66924837403153,1.23,800.0,Cardio,31.3,2.3,3,1,28.26
19,Female,54.1,1.82,181.0629368036709,160.20304185739917,59.22078151018484,1.15,977.0,Cardio,28.9,2.2,2,1,17.66
31,Male,60.9,1.84,164.82266909688207,129.27441100184527,72.56555319491963,1.13,777.0,HIIT,25.9,3.6,2,1,16.91
39,Male,84.6,1.99,183.55314935310773,136.774477925056,64.20154755759124,1.62,1119.0,Yoga,10.3,3.5,5,3,22.55
32,Female,50.2,1.51,190.8125229561983,132.16968778882534,59.481242863333286,1.53,941.0,Cardio,27.0,2.0,2,1,21.87
21,Male,102.2,1.75,185.4785115927241,126.70108488938757,51.08489620471974,1.31,912.0,Yoga,24.3,3.4,2,1,30.03
52,Female,75.1,1.52,176.7710451207028,144.0068077787523,73.50149458255173,0.93,602.0,HIIT,33.9,2.1,3,1,29.31
30,Female,47.6,1.65,160.08063957326672,130.97925071662021,51.549572233267405,1.31,902.0,Yoga,25.5,2.7,3,2,19.44
27,Male,88.0,1.95,166.0889629346465,148.091794133713,62.54891328575386,1.63,1356.0,Strength,12.7,3.6,5,3,25.79
33,Male,81.5,1.95,177.88034065594294,132.05493317941946,48.7256927387312,1.59,1240.0,Strength,10.4,3.5,4,3,20.35
20,Male,132.7,1.95,159.08676938993526,146.744639364977,56.189851650552484,0.63,511.0,Cardio,25.5,1.9,2,1,33.68
30,Female,77.4,1.53,189.12255768385054,150.15533967265824,61.5718269634948,1.08,713.0,Cardio,25.4,2.3,4,2,32.96
47,Female,64.6,1.68,185.95534113797325,145.72800480185964,69.24391463940869,0.97,692.0,Strength,33.4,2.2,4,2,24.44
56,Male,91.7,1.74,191.30291325101828,138.63623866080613,52.13646766538446,1.21,892.0,Cardio,20.5,2.8,3,2,31.04
42,Female,55.7,1.57,181.78075245965135,172.97996911918645,61.81502546758648,1.45,1088.0,Strength,32.7,1.9,4,2,23.58
37,Male,69.4,1.6,158.52697449730118,126.11675734986,66.79280759992278,1.19,818.0,Strength,26.3,2.6,3,1,26.47
19,Female,70.3,1.67,177.81014149758187,161.99731873078923,69.59016662208865,0.58,478.0,Strength,33.2,2.5,3,1,26.89
48,Male,126.6,1.69,196.2311190473559,161.15573685374002,57.5788508545347,0.75,593.0,Cardio,28.1,3.4,2,1,46.16
35,Female,70.6,1.75,169.80277359813996,117.46339170974761,50.261128128176814,1.01,630.0,Strength,33.5,1.7,2,1,22.91
44,Male,64.0,1.73,168.60992885125938,158.99204866946715,67.21117274710127,1.09,870.0,Cardio,25.1,2.7,3,2,24.35
38,Female,51.1,1.51,184.5759915889118,147.54602496050683,66.51550427828879,1.24,900.0,HIIT,31.4,2.4,3,1,21.17
42,Female,62.5,1.58,184.1393436223987,131.31736289599135,70.2021136310869,1.93,1124.0,Yoga,19.1,2.6,4,3,23.08
26,Female,73.3,1.63,190.58837737807693,142.54989506783102,75.09084724439045,1.07,763.0,Strength,24.6,1.7,2,1,30.27
44,Male,88.9,1.95,178.95714117523,150.38797002973138,67.45631670004464,1.63,1340.0,Yoga,11.9,3.5,4,3,24.17
29,Female,50.0,1.52,168.08478925293983,128.0308883600117,55.14214540401429,1.37,858.0,Yoga,26.4,2.7,3,2,19.32
33,Female,50.5,1.58,163.0109800163591,157.59589599083168,55.14961826055991,1.47,1100.0,Yoga,30.2,2.3,3,2,19.96
34,Male,71.3,1.61,164.02622309807654,129.51071659332675,59.389321374224615,0.68,484.0,Cardio,24.7,3.5,2,1,25.1
49,Male,98.2,1.61,190.31950877335535,123.48893093932263,57.10965102900064,0.51,344.0,HIIT,20.7,2.8,2,1,36.61
36,Male,62.9,1.71,192.04282527640981,158.35601914558242,65.41447962018937,1.34,1264.0,Cardio,21.7,3.6,4,2,22.65
52,Male,50.4,1.82,206.2717353976364,150.62646078755773,76.72480164350334,1.51,1144.0,Strength,26.6,3.5,2,1,16.27
58,Male,60.9,1.94,185.60822601141538,153.63739156456384,63.654976867063304,1.12,827.0,Cardio,22.4,3.3,3,2,17.44
38,Male,81.3,1.68,168.7061479095455,165.40126418467534,55.70803410015962,1.35,1224.0,Cardio,29.8,2.8,4,2,25.47
43,Male,56.2,1.72,192.82037411232622,144.51018898468453,62.48885990870965,1.25,978.0,HIIT,23.4,3.3,4,2,19.65
42,Female,55.2,1.52,181.8398714987159,136.39119986084324,74.3741585313146,0.81,497.0,Strength,28.8,2.4,2,1,21.4
51,Male,47.5,1.71,198.53596757648725,161.1463080146684,73.7075080093493,1.43,1168.0,Strength,28.1,3.6,2,1,16.05
29,Male,100.3,1.78,164.49041884653278,129.88772667423234,65.68921999082728,1.03,797.0,Cardio,30.0,2.6,3,1,29.46
56,Male,65.8,1.66,197.01983000823608,161.23762350255637,64.42246427418226,0.56,458.0,Yoga,20.9,2.9,3,1,24.55
47,Male,109.9,1.96,159.40586609167156,120.71077469055292,62.098901861192886,1.44,833.0,HIIT,27.7,3.1,2,1,32.48
38,Male,73.1,1.9,171.5205897883996,141.2190590143543,66.62390002246413,1.08,827.0,Yoga,23.5,3.8,4,2,21.43
27,Male,72.1,1.67,177.09306015043038,131.0059722235622,73.80868837704112,0.9,628.0,Yoga,26.8,2.3,2,1,27.99
39,Male,48.1,1.66,168.43758137510645,137.1911844153172,71.20430799901739,1.37,965.0,Yoga,28.3,2.9,2,1,17.47
56,Male,82.7,1.67,180.6446114238825,161.00052352258294,71.38454385928134,1.41,1106.0,Yoga,30.0,3.5,3,2,27.65
54,Male,82.0,1.79,165.19570853769454,133.49494430002764,54.07542809410835,0.96,704.0,Strength,24.0,2.7,4,2,28.54
37,Male,105.1,1.84,202.19990137421914,124.3489972919092,61.034382022675544,0.88,551.0,HIIT,24.5,2.9,2,1,31.35
40,Female,63.2,1.55,165.6528657882001,154.7031330686916,53.25160823756487,1.86,1279.0,HIIT,15.3,2.7,5,3,24.2
57,Male,82.6,1.81,173.11202308839108,161.9184708188275,62.805242007358615,0.97,786.0,Yoga,28.4,2.9,3,2,28.52
40,Female,71.3,1.47,189.72635360233886,147.6926653518295,64.89258099668452,1.24,852.0,Cardio,30.5,2.0,3,2,29.11
56,Female,65.3,1.58,169.89002155133832,127.02818191176286,65.12156814710173,1.48,832.0,HIIT,26.5,2.2,4,2,28.15
40,Male,83.5,1.9,191.52763069289182,158.2658996431218,63.510358679307274,1.5,1094.0,Yoga,13.9,3.7,5,3,27.27
24,Male,118.5,1.9,187.8039656412428,123.20183348355087,50.9679184171362,0.99,674.0,Cardio,21.6,2.5,3,2,35.22
49,Male,79.7,1.69,165.13569155362686,157.17591117603962,50.20362107557121,1.05,827.0,Strength,27.9,3.5,3,2,29.64
49,Female,72.2,1.56,176.43377575087817,135.35033126765248,51.51079032856085,0.68,420.0,Cardio,34.7,2.0,2,1,31.85
49,Male,82.5,1.85,194.0710624340095,140.26058217282315,72.68039273474905,1.3,946.0,Strength,29.7,3.5,4,2,23.48
39,Male,93.5,1.69,173.5916556913192,145.38239134506955,73.16895474704465,0.79,595.0,Yoga,26.8,3.5,2,1,30.63
18,Male,71.5,1.55,165.01652700394717,161.1236396312612,72.06638334076133,1.26,1199.0,Strength,23.1,2.5,2,1,25.96
38,Male,107.0,1.63,161.5660537925222,131.6358964128488,57.7696553800408,1.02,763.0,Cardio,24.3,3.3,4,2,43.45
23,Female,70.8,1.68,182.93406929902864,159.02493356605046,63.420852938343636,1.29,1087.0,HIIT,35.9,1.8,2,1,26.03
37,Female,44.7,1.63,191.93764714420146,137.9307225896243,59.5211672861449,1.01,703.0,HIIT,29.3,2.5,3,2,15.29
24,Male,50.4,1.75,179.38341968717896,132.23291402361755,69.44196314116991,0.94,700.0,Strength,21.6,2.9,3,1,17.53
56,Male,62.9,1.93,191.73001994769564,146.98117744935718,54.28874813774561,1.41,974.0,Strength,23.3,2.9,4,2,17.66
60,Male,49.3,2.03,196.57175921622542,160.6811074295588,55.98291581061999,1.03,868.0,Strength,25.4,3.4,3,1,12.94
39,Female,58.2,1.76,191.3923910777247,156.7070780679824,50.50621969087243,1.2,958.0,HIIT,33.0,2.5,4,2,20.89
35,Female,65.1,1.69,181.75687939348836,130.48761355375524,50.58353468297311,1.37,893.0,Strength,27.5,2.2,4,2,22.72
28,Female,61.2,1.7,181.9897192871666,162.80705151180285,67.38456541410694,0.88,675.0,Strength,28.9,1.9,2,1,23.16
58,Female,79.3,1.75,172.21484304303752,128.16643323334844,55.11651763918192,1.44,832.0,Strength,32.9,1.9,3,1,24.7
34,Male,118.1,1.73,176.9638790271209,159.13769632604405,64.97947757052049,1.42,1222.0,Yoga,24.0,2.1,2,1,34.16
36,Male,84.6,1.99,163.8621237398746,118.74819692075022,48.036517356342095,1.8,1242.0,HIIT,11.3,3.5,5,3,23.04
33,Male,86.2,1.65,203.21819999387753,128.97101319903646,65.40543496287258,1.39,984.0,Strength,26.3,2.1,3,1,27.82
41,Male,78.5,1.81,158.32560826655597,169.9108418712846,54.170166009659155,1.38,1186.0,Cardio,27.8,2.7,4,2,27.97
32,Female,48.1,1.47,197.44775048864125,145.78803237317527,64.97908121218931,0.92,629.0,Yoga,30.1,1.7,3,1,20.65
40,Male,78.7,1.72,164.3404342514262,127.04946580002208,59.079534832237336,0.88,652.0,Yoga,25.7,2.8,2,1,25.92
28,Female,63.1,1.6,183.41438367292713,135.4204628568916,61.64976446325227,1.05,701.0,Strength,33.0,1.7,3,2,25.5
30,Female,80.3,1.8,169.7792052041982,127.57568044384558,61.91996308300374,1.42,895.0,Cardio,27.0,2.7,4,2,25.69
58,Male,92.0,1.74,184.34682303547726,160.84685134622885,77.568913001538,1.4,1079.0,Strength,28.0,2.9,3,2,29.72
47,Female,70.1,1.63,191.23945563908018,144.46316092198836,61.53603765750443,1.16,784.0,Strength,30.6,2.2,3,2,27.53
46,Male,53.2,1.64,202.32376913544184,168.82653172574132,75.21722237871377,0.89,736.0,Cardio,24.9,3.0,2,1,18.26
36,Male,88.2,1.71,163.35531827668595,157.09369941780108,69.38894400564708,1.42,1208.0,Cardio,22.8,3.3,4,2,32.52
53,Female,65.7,1.54,175.0640860785362,115.85870704309221,56.72542093556138,1.78,920.0,Yoga,17.5,2.8,4,3,27.71
29,Male,83.2,1.6,191.42396772250663,122.40143462126711,72.67985136902884,1.64,1203.0,HIIT,11.4,3.3,4,3,31.2
24,Male,49.3,1.66,179.55286632100288,127.06799121335374,73.54116617653881,0.96,699.0,Strength,20.7,2.9,3,1,18.87
23,Female,66.9,1.62,188.32024537017247,122.8279007065191,70.69930859556732,0.49,329.0,Cardio,28.9,1.7,2,1,23.09
56,Female,44.4,1.78,171.88830116052594,122.6128869970936,74.42550690235387,0.84,476.0,Strength,26.6,2.7,3,1,15.51
35,Male,73.4,2.02,178.66079184179958,137.22822356735028,68.59908286738958,1.15,930.0,Strength,29.7,2.5,4,2,20.83
36,Female,61.6,1.84,177.8729599526323,126.65964285463092,59.99449921526045,0.87,495.0,Cardio,35.8,2.3,2,1,19.07
45,Female,55.6,1.62,192.3583676397842,125.48590219819958,58.608307438066475,1.69,868.0,Cardio,19.2,2.6,5,3,24.44
38,Male,80.5,1.79,194.87535124954735,143.84471548795307,56.97425865079371,1.47,1241.0,HIIT,10.0,3.3,5,3,26.94
26,Male,111.2,1.93,186.00100741308594,138.74149209691865,71.56508791211455,1.48,1103.0,Cardio,24.3,2.6,2,1,28.69
41,Female,58.4,1.8,191.70455889502935,150.32138580658176,59.23543287893811,1.79,1392.0,Yoga,18.4,2.6,5,3,18.25
40,Male,59.9,1.78,173.3619875678162,148.80122678862855,57.27414564888906,1.41,1191.0,Strength,29.9,2.2,4,2,17.25
44,Male,117.5,1.76,190.27805076313817,128.39741508499827,63.42190763737304,0.79,554.0,Strength,23.6,2.3,2,1,37.45
33,Male,76.3,1.94,181.28372418211495,143.50269582381998,49.26102766313033,1.39,1030.0,Cardio,27.0,3.3,3,2,22.05
49,Male,61.8,1.85,175.60458022310766,125.59843277263474,60.075271508393364,1.09,719.0,Strength,21.4,3.0,4,2,18.09
22,Male,88.7,1.89,193.86546656299447,131.28556693662748,56.65442816876686,1.99,1320.0,Strength,11.7,3.7,5,3,23.64
